tendencia;claseterapeutica;corporacion;producto;fechalanzamiento;presentacion;moleculan1;fecini;fecend;tipo
BAJA;J02A  ANTIMICOTICOS SISTEMIC;LANDSTEINER;ITRACONAZOL G.I LA;2010-02-01;ITRACONAZOL G.I LA CAPS 100 MG 15;ITRACONAZOL;2018-04-01;2018-08-01;BAJA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;ANTIBIOTICOS DE MEXICO SA CV;FLUCONAZOL G.I ANT;2010-05-01;FLUCONAZOL G.I ANT CAPS 150 MG 1;FLUCONAZOL;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;ANTIBIOTICOS DE MEXICO SA CV;FLUCONAZOL G.I ANT;2010-05-01;FLUCONAZOL G.I ANT CAPS 150 MG 1;FLUCONAZOL;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;ANTIBIOTICOS DE MEXICO SA CV;FLUCONAZOL G.I ANT;2010-05-01;FLUCONAZOL G.I ANT CAPS 150 MG 1;FLUCONAZOL;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;ANTIBIOTICOS DE MEXICO SA CV;FLUCONAZOL G.I ANT;2010-05-01;FLUCONAZOL G.I ANT CAPS 150 MG 1;FLUCONAZOL;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;TERPLEX;2005-12-01;TERPLEX TABL 100 MG 10;FLUCONAZOL;2016-04-01;2016-08-01;BAJA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;TERPLEX;2005-12-01;TERPLEX TABL 100 MG 10;FLUCONAZOL;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;TERPLEX;2005-12-01;TERPLEX TABL 100 MG 10;FLUCONAZOL;2017-12-01;2018-04-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;TERPLEX;2005-12-01;TERPLEX TABL 100 MG 10;FLUCONAZOL;2018-04-01;2018-08-01;BAJA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;SENOSIAIN;ISOX;1991-08-01;ISOX CAPS 15D 100 MG 15;ITRACONAZOL;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;KEPLOZOL;2005-11-01;KEPLOZOL TABL 200 MG 10;KETOCONAZOL;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;KEPLOZOL;2005-11-01;KEPLOZOL TABL 200 MG 10;KETOCONAZOL;2016-04-01;2016-08-01;lanzamiento
ALTA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;KEPLOZOL;2006-05-01;KEPLOZOL TABL 200 MG 30;KETOCONAZOL;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;KEPLOZOL;2006-05-01;KEPLOZOL TABL 200 MG 30;KETOCONAZOL;2016-04-01;2016-08-01;lanzamiento
ALTA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;KEPLOZOL;2006-05-01;KEPLOZOL TABL 200 MG 30;KETOCONAZOL;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;KEPLOZOL;2006-05-01;KEPLOZOL TABL 200 MG 30;KETOCONAZOL;2018-08-01;2018-12-01;BAJA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;RIXTAL;2005-04-01;RIXTAL CAPS 100 MG 15;ITRACONAZOL;2014-04-01;2014-08-01;lanzamiento
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;RIXTAL;2005-04-01;RIXTAL CAPS 100 MG 15;ITRACONAZOL;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;RIXTAL;2005-04-01;RIXTAL CAPS 100 MG 15;ITRACONAZOL;2014-12-01;2015-04-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;RIXTAL;2005-04-01;RIXTAL CAPS 100 MG 15;ITRACONAZOL;2015-08-01;2015-12-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;RIXTAL;2005-04-01;RIXTAL CAPS 100 MG 15;ITRACONAZOL;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;RIXTAL;2005-04-01;RIXTAL CAPS 100 MG 15;ITRACONAZOL;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;BIOMEP S.A. DE C.V.;RIXTAL;2005-04-01;RIXTAL CAPS 100 MG 15;ITRACONAZOL;2017-12-01;2018-04-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;ALFUMET;2006-10-01;ALFUMET CAPS 150 MG 1;FLUCONAZOL;2014-04-01;2014-08-01;lanzamiento
ALTA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;ALFUMET;2006-10-01;ALFUMET CAPS 150 MG 1;FLUCONAZOL;2014-08-01;2014-12-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;ALFUMET;2006-10-01;ALFUMET CAPS 150 MG 1;FLUCONAZOL;2014-12-01;2015-04-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;ALFUMET;2006-10-01;ALFUMET CAPS 150 MG 1;FLUCONAZOL;2015-12-01;2016-04-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;VICTORY ENTERPRISE;ALFUMET;2006-10-01;ALFUMET CAPS 150 MG 1;FLUCONAZOL;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;SBL PHARMACEUTICAL;DOFIL;2007-12-01;DOFIL CAPS 150 MG 1;FLUCONAZOL;2018-08-01;2018-12-01;BAJA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;MERCK SHARP DOHME;SPRIAFIL;2017-06-01;SPRIAFIL TABL LR 100 MG 24;POSACONAZOL;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;ULTRA LABORATORIOS;ITRACONAZOL G.I UL;2007-10-01;ITRACONAZOL G.I UL CAPS 100 MG 15;ITRACONAZOL;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;ULTRA LABORATORIOS;ITRACONAZOL G.I UL;2007-10-01;ITRACONAZOL G.I UL CAPS 100 MG 15;ITRACONAZOL;2014-12-01;2015-04-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BAUSCH HEALTH;ZOFLUTEC;2010-07-01;ZOFLUTEC AMP 2 MG /ML 50 ML;FLUCONAZOL;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;BAUSCH HEALTH;ZOFLUTEC;2010-07-01;ZOFLUTEC AMP 2 MG /ML 50 ML;FLUCONAZOL;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;GENETICA LABORATORIOS SA DE CV;TERLISGEN;2012-08-01;TERLISGEN TABL 250 MG 28;TERBINAFINA;2014-04-01;2014-08-01;lanzamiento
BAJA;J02A  ANTIMICOTICOS SISTEMIC;GENETICA LABORATORIOS SA DE CV;TERLISGEN;2012-08-01;TERLISGEN TABL 250 MG 28;TERBINAFINA;2015-04-01;2015-08-01;lanzamiento
ALTA;J02A  ANTIMICOTICOS SISTEMIC;GENETICA LABORATORIOS SA DE CV;TERLISGEN;2012-08-01;TERLISGEN TABL 250 MG 28;TERBINAFINA;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;GENETICA LABORATORIOS SA DE CV;TERLISGEN;2012-08-01;TERLISGEN TABL 250 MG 28;TERBINAFINA;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;QUIMICA SON S;MI-KE-SON'S;2001-07-01;MI-KE-SON'S TABL 200 MG 10;KETOCONAZOL;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;QUIMICA SON S;MI-KE-SON'S;2001-07-01;MI-KE-SON'S TABL 200 MG 10;KETOCONAZOL;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;QUIMICA SON S;MI-KE-SON'S;2001-07-01;MI-KE-SON'S TABL 200 MG 10;KETOCONAZOL;2016-04-01;2016-08-01;lanzamiento
ALTA;J02A  ANTIMICOTICOS SISTEMIC;QUIMICA SON S;MI-KE-SON'S;2001-07-01;MI-KE-SON'S TABL 200 MG 10;KETOCONAZOL;2017-12-01;2018-04-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;ALPHARMA;MIBESAN S;2005-11-01;MIBESAN S SUSP 100 00 O UI 24 ML;NISTATINA;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;ALPHARMA;MIBESAN S;2005-11-01;MIBESAN S SUSP 100 00 O UI 24 ML;NISTATINA;2016-04-01;2016-08-01;BAJA, por demanda
BAJA;J02A  ANTIMICOTICOS SISTEMIC;ALPHARMA;MIBESAN S;2005-11-01;MIBESAN S SUSP 100 00 O UI 24 ML;NISTATINA;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;J02A  ANTIMICOTICOS SISTEMIC;ALPHARMA;MIBESAN S;2005-11-01;MIBESAN S SUSP 100 00 O UI 24 ML;NISTATINA;2017-12-01;2018-04-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;MAVER;OXELAD/AMBROX GI M;2015-08-01;OXELAD/AMBRO GI MA JBE INF 120 ML;AMBROXOL + OXELADINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MAVER;OXELAD/AMBROX GI M;2015-08-01;OXELAD/AMBRO GI MA JBE INF 120 ML;AMBROXOL + OXELADINA;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;MAVER;OXELAD/AMBROX GI M;2015-08-01;OXELAD/AMBRO GI MA JBE INF 120 ML;AMBROXOL + OXELADINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MAVER;OXELAD/AMBROX GI M;2015-08-01;OXELAD/AMBRO GI MA JBE INF 120 ML;AMBROXOL + OXELADINA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;PROCTER&GAMBLE COR;VICK VAPORUB;1992-10-01;VICK VAPORUB JBE TOS SECA .20 % ADLT 120 ML;ACEITE DE EUCALIPTO + ALCANFOR + MENTOL;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;PROCTER&GAMBLE COR;VICK VAPORUB;1992-10-01;VICK VAPORUB JBE TOS SECA .20 % ADLT 120 ML;ACEITE DE EUCALIPTO + ALCANFOR + MENTOL;2017-12-01;2018-04-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;ALLEN;OXOTUSIN;1976-11-01;OXOTUSIN JBE 118 ML;OXOLAMINA;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;ALLEN;OXOTUSIN;1976-11-01;OXOTUSIN JBE 118 ML;OXOLAMINA;2017-12-01;2018-04-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;CARNOT;FLUXEDAN;1972-09-01;FLUXEDAN JBE 225 ML;BROMHEXINA + OXELADINA;2015-08-01;2015-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;CARNOT;FLUXEDAN;1972-09-01;FLUXEDAN JBE 225 ML;BROMHEXINA + OXELADINA;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;CARNOT;FLUXEDAN;1972-09-01;FLUXEDAN JBE 225 ML;BROMHEXINA + OXELADINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;CARNOT;FLUXEDAN;1972-09-01;FLUXEDAN JBE 225 ML;BROMHEXINA + OXELADINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;CARNOT;FLUXEDAN;1972-09-01;FLUXEDAN JBE 225 ML;BROMHEXINA + OXELADINA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;PROTEIN-APOTEX;DEXTROMETORF G.I P;1998-12-01;DEXTROMETORF G.I P JBE 15 MG /5ML 60 ML;DEXTROMETORFANO;2014-12-01;2015-04-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;PROTEIN-APOTEX;DEXTROMETORF G.I P;1998-12-01;DEXTROMETORF G.I P JBE 15 MG /5ML 60 ML;DEXTROMETORFANO;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;PFIZER CORPORATION;DIMACOL;1994-09-01;DIMACOL SUSP INF 150 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;PFIZER CORPORATION;DIMACOL;1994-09-01;DIMACOL SUSP INF 150 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2018-04-01;2018-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;QUIFA PERRIGO;DEXTRO+GUIAF G.I Q;2006-10-01;DEXTRO+GUAIF G.I Q JBE 120 ML;DEXTROMETORFANO + GUAIFENESINA;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;FARMACOS CONTINENTALES;EXIADOL;2006-12-01;EXIADOL SOLN AD 100 ML;DEXTROMETORFANO + GUAIFENESINA;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;FARMACOS CONTINENTALES;EXIADOL;2006-12-01;EXIADOL SOLN AD 100 ML;DEXTROMETORFANO + GUAIFENESINA;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;SANFER CORP.;EUCALIPTINE;1976-04-01;EUCALIPTINE JBE 140 ML;DEXTROMETORFANO + SULFOGUAYACOL;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;SANFER CORP.;EUCALIPTINE;1976-04-01;EUCALIPTINE JBE 140 ML;DEXTROMETORFANO + SULFOGUAYACOL;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;SANFER CORP.;EUCALIPTINE;1976-04-01;EUCALIPTINE JBE 140 ML;DEXTROMETORFANO + SULFOGUAYACOL;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;LOEFFLER;SUPRACOF;2003-08-01;SUPRACOF SUP INF 50 MG 6;BENZONATATO;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON;2009-09-01;TESALON JBE INF MI/ FSA 200 ML;BENZONATATO;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON;2009-09-01;TESALON JBE INF MI/ FSA 200 ML;BENZONATATO;2015-04-01;2015-08-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;QUIMICA SON S;TUKSON;2003-01-01;TUKSON JBE 10 MG /1ML 100 ML;OXOLAMINA;2015-08-01;2015-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;QUIMICA SON S;TUKSON;2003-01-01;TUKSON JBE 10 MG /1ML 100 ML;OXOLAMINA;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;QUIMICA SON S;TUKSON;2003-01-01;TUKSON JBE 10 MG /1ML 100 ML;OXOLAMINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;QUIMICA SON S;TUKSON;2003-01-01;TUKSON JBE 10 MG /1ML 100 ML;OXOLAMINA;2017-12-01;2018-04-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;NOVAG INFANCIA, S.A. DE C.V.;BENCIEFEDRIL;2005-11-01;BENCIEFEDRIL SUSP 120 ML;DEXTROMETORFANO + GUAIFENESINA;2014-04-01;2014-08-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;NOVAG INFANCIA, S.A. DE C.V.;BENCIEFEDRIL;2005-11-01;BENCIEFEDRIL SUSP 120 ML;DEXTROMETORFANO + GUAIFENESINA;2014-08-01;2014-12-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;DEGORTS;DEXTRO/GUAI GI DEG;2014-02-01;DEXTRO/GUAI GI DEG JBE INF 150 MG 120 ML;DEXTROMETORFANO + GUAIFENESINA;2017-04-01;2017-08-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON;2007-10-01;TESALON PERLAS 100 MG 10;BENZONATATO;2014-08-01;2014-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON;2007-10-01;TESALON PERLAS 100 MG 10;BENZONATATO;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON;2007-10-01;TESALON PERLAS 100 MG 10;BENZONATATO;2016-04-01;2016-08-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON;2007-10-01;TESALON PERLAS 100 MG 10;BENZONATATO;2018-08-01;2018-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON;2007-10-01;TESALON PERLAS 100 MG 10;BENZONATATO;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;DEGORTS;DEBEQUIN;2007-05-01;DEBEQUIN JBE SIMPLE 120 ML;DEXTROMETORFANO;2016-12-01;2017-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;ULTRA LABORATORIOS;DEXOLTRYN;2007-10-01;DEXOLTRYN JBE INF 120 ML;AMBROXOL + DEXTROMETORFANO;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;ULTRA LABORATORIOS;DEXOLTRYN;2007-10-01;DEXOLTRYN JBE INF 120 ML;AMBROXOL + DEXTROMETORFANO;2016-12-01;2017-04-01;BAJA, por demanda
ALTA;R05D  ANTITUSIGENOS;QUIFA PERRIGO;CAPSIFLU;1997-06-01;CAPSIFLU CAPS 12;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;QUIFA PERRIGO;CAPSIFLU;1997-06-01;CAPSIFLU CAPS 12;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2015-12-01;2016-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;QUIFA PERRIGO;CAPSIFLU;1997-06-01;CAPSIFLU CAPS 12;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2017-08-01;2017-12-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;LANDSTEINER;DEXTRO/GUAI G.I LA;2010-06-01;DEXTRO/GUAI G.I LA JBE 100 ML;DEXTROMETORFANO + GUAIFENESINA;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;LANDSTEINER;DEXTRO/GUAI G.I LA;2010-06-01;DEXTRO/GUAI G.I LA JBE 100 ML;DEXTROMETORFANO + GUAIFENESINA;2015-04-01;2015-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;LANDSTEINER;DEXTRO/GUAI G.I LA;2010-06-01;DEXTRO/GUAI G.I LA JBE 100 ML;DEXTROMETORFANO + GUAIFENESINA;2015-12-01;2016-04-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;GLAXO SMITHKLINE CORP.;TESALON;2009-09-01;TESALON PERLAS 100 MG 20+ MEBOC TAB 6;BENZONATATO;2015-08-01;2015-12-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;EURODRUG;KASTOVIN;2008-06-01;KASTOVIN JBE 600 MG 120 ML;LEVODROPROPIZINA;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;AMERICAN CARE S.A. DE C.V.;DEXTROMETORF G.I A;2006-07-01;DEXTROMETORF G.I A JBE 120 ML;DEXTROMETORFANO;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;AMERICAN CARE S.A. DE C.V.;DEXTROMETORF G.I A;2006-07-01;DEXTROMETORF G.I A JBE 120 ML;DEXTROMETORFANO;2018-04-01;2018-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;AMERICAN CARE S.A. DE C.V.;DEXTROMETORF G.I A;2006-07-01;DEXTROMETORF G.I A JBE 120 ML;DEXTROMETORFANO;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;DIZOLVIN FLUX;2007-09-01;DIZOLVIN FLUX SOLN 120 ML;AMBROXOL + LEVODROPROPIZINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;DIZOLVIN FLUX;2007-09-01;DIZOLVIN FLUX SOLN 120 ML;AMBROXOL + LEVODROPROPIZINA;2018-04-01;2018-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;SENOSIAIN;PLEXUS;2003-11-01;PLEXUS JBE AD C/DOS 150 ML;AMBROXOL + DEXTROMETORFANO;2015-12-01;2016-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;SENOSIAIN;PLEXUS;2003-11-01;PLEXUS JBE AD C/DOS 150 ML;AMBROXOL + DEXTROMETORFANO;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;SENOSIAIN;PLEXUS;2003-11-01;PLEXUS JBE AD C/DOS 150 ML;AMBROXOL + DEXTROMETORFANO;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;ARLEX;OTOFEN;2010-04-01;OTOFEN JBE 100 ML;GUAIFENESINA + OXOLAMINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;ARLEX;OTOFEN;2010-04-01;OTOFEN JBE 100 ML;GUAIFENESINA + OXOLAMINA;2017-04-01;2017-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;QUIFA PERRIGO;PALMOXAN;1997-02-01;PALMOXAN CAPS 12;DEXTROMETORFANO + GUAIFENESINA;2017-12-01;2018-04-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;SANOFI CORP;HISTIACIL G;1995-11-01;HISTIACIL G JBE AD 150 ML;DEXTROMETORFANO + GUAIFENESINA;2015-12-01;2016-04-01;ALTA, por demanda
ALTA;R05D  ANTITUSIGENOS;SANOFI CORP;HISTIACIL G;1995-11-01;HISTIACIL G JBE AD 150 ML;DEXTROMETORFANO + GUAIFENESINA;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;SANOFI CORP;HISTIACIL G;1995-11-01;HISTIACIL G JBE AD 150 ML;DEXTROMETORFANO + GUAIFENESINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;QUIMICA SON S;BROMINOL-C;2003-09-01;BROMINOL-C JBE AD 120 ML;AMBROXOL + DEXTROMETORFANO;2018-04-01;2018-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;FARCORAL,PROFESIONAL MEDICA;ALEXING;2007-04-01;ALEXING SOLN ADT 120 ML;AMBROXOL + DEXTROMETORFANO;2014-12-01;2015-04-01;lanzamiento
ALTA;R05D  ANTITUSIGENOS;FARCORAL,PROFESIONAL MEDICA;ALEXING;2007-04-01;ALEXING SOLN ADT 120 ML;AMBROXOL + DEXTROMETORFANO;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;R05D  ANTITUSIGENOS;FARCORAL,PROFESIONAL MEDICA;ALEXING;2007-04-01;ALEXING SOLN ADT 120 ML;AMBROXOL + DEXTROMETORFANO;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;FARCORAL,PROFESIONAL MEDICA;ALEXING;2007-04-01;ALEXING SOLN ADT 120 ML;AMBROXOL + DEXTROMETORFANO;2017-04-01;2017-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;FARCORAL,PROFESIONAL MEDICA;ALEXING;2007-04-01;ALEXING SOLN ADT 120 ML;AMBROXOL + DEXTROMETORFANO;2018-08-01;2018-12-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MAVER;COBADEX;2005-10-01;COBADEX SOL INF 120 ML;AMBROXOL + DEXTROMETORFANO;2015-04-01;2015-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MAVER;COBADEX;2005-10-01;COBADEX SOL INF 120 ML;AMBROXOL + DEXTROMETORFANO;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;MAVER;COBADEX;2005-10-01;COBADEX SOL INF 120 ML;AMBROXOL + DEXTROMETORFANO;2017-04-01;2017-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;LEVODROPROP GI RAY;2013-02-01;LEVODROPROP GI RAY SOLN 600 MG 120 ML;LEVODROPROPIZINA;2014-12-01;2015-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;LEVODROPROP GI RAY;2013-02-01;LEVODROPROP GI RAY SOLN 600 MG 120 ML;LEVODROPROPIZINA;2016-04-01;2016-08-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;CORPORATIVO RAYERE;LEVODROPROP GI RAY;2013-02-01;LEVODROPROP GI RAY SOLN 600 MG 120 ML;LEVODROPROPIZINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;JOHNSON+JOHNSON CO;BENADREX N/F;1994-10-01;BENADREX N/F JBE 150 ML;DEXTROMETORFANO + DIFENHIDRAMINA;2016-12-01;2017-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;JOHNSON+JOHNSON CO;BENADREX N/F;1994-10-01;BENADREX N/F JBE 150 ML;DEXTROMETORFANO + DIFENHIDRAMINA;2017-12-01;2018-04-01;lanzamiento
BAJA;R05D  ANTITUSIGENOS;JOHNSON+JOHNSON CO;BENADREX N/F;1994-10-01;BENADREX N/F JBE 150 ML;DEXTROMETORFANO + DIFENHIDRAMINA;2018-12-01;2019-04-01;BAJA, por demanda
BAJA;R05D  ANTITUSIGENOS;PFIZER CORPORATION;DIMACOL;2006-10-01;DIMACOL SOL PED S/PS 60 ML;DEXTROMETORFANO + FENILEFRINA + GUAIFENESINA;2016-04-01;2016-08-01;lanzamiento
